ProbNum,Nvars,NClauses,LitsPerClause,Result,ExecTime(us)
67,22,38,276,S,1,953,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
68,22,38,276,U,1,7088
69,22,38,276,U,1,5682
70,22,38,276,U,1,16347
71,22,38,276,S,1,1596,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0
72,22,38,276,U,1,15278
# Satisfied = 3. # Unsatisfied = 7
Max Sat Time = 5011. Max Unsat Time = 128588
Ave Sat Time = 756.0. Ave UnSat Time = 22997.5
73,24,43,286,S,1,45876,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0
74,24,43,286,S,1,6397,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0
75,24,43,286,S,1,7332,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0
76,24,43,286,S,1,10198,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
77,24,43,286,S,1,2008,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
78,24,43,286,U,1,16620
79,24,43,286,S,1,3800,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0
80,24,43,286,S,1,472,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
81,24,43,286,U,1,27495
82,24,43,286,S,1,50883,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0
# Satisfied = 8. # Unsatisfied = 2
Max Sat Time = 50883. Max Unsat Time = 27495
Ave Sat Time = 12696.6. Ave UnSat Time = 4411.5
83,26,45,290,U,1,13761
84,26,45,290,U,1,16117
85,26,45,290,S,1,672,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0
86,26,45,290,U,1,28380
87,26,45,290,S,1,6307,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
88,26,45,290,U,1,39301
89,26,45,290,U,1,60815
90,26,45,290,U,1,17632
91,26,45,290,U,1,41370
92,26,45,290,S,1,594,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0
# Satisfied = 3. # Unsatisfied = 7
Max Sat Time = 6307. Max Unsat Time = 60815
Ave Sat Time = 757.3. Ave UnSat Time = 21737.6
93,28,47,294,S,1,103059,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0
94,28,47,294,S,1,33139,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
95,28,47,294,S,1,3645,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0
96,28,47,294,U,1,36502
97,28,47,294,U,1,89732
98,28,47,294,U,1,120584
99,28,47,294,U,1,88879
100,28,47,294,U,1,115936
101,28,47,294,U,1,19426
102,28,47,294,U,1,103383
# Satisfied = 3. # Unsatisfied = 7
Max Sat Time = 103059. Max Unsat Time = 120584
Ave Sat Time = 13984.3. Ave UnSat Time = 57444.2
