ProbNum,Nvars,NClauses,LitsPerClause,Result,ExecTime(us)
Ave Sat Time = 9851645.2. Ave UnSat Time = 80231809.7
93,28,47,294,S,1,106792110,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0
94,28,47,294,S,1,2023989,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
95,28,47,294,S,1,31609638,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0
96,28,47,294,U,1,460498441
97,28,47,294,U,1,456690221
98,28,47,294,U,1,535500600
99,28,47,294,U,1,449800163
100,28,47,294,U,1,472768066
101,28,47,294,U,1,513453230
102,28,47,294,U,1,484462503
# Satisfied = 3. # Unsatisfied = 7
Max Sat Time = 106792110. Max Unsat Time = 535500600
Ave Sat Time = 14042573.7. Ave UnSat Time = 337317322.4
